index,url,Nominal voltage (V),No load speed (rpm),No load current (mA),Nominal speed (rpm),Nominal torque (max. continuous torque) (mNm),Nominal current (max. continuous current) (A),Stall torque (mNm),Stall current (A),Max. efficiency (%),Terminal resistance (Ω),Terminal inductance (mH),Torque constant (mNm/A),Speed constant (rpm/V),Speed / torque gradient (rpm/mNm),Mechanical time constant (ms),Rotor inertia (gcm²),Thermal resistance housing-ambient (K/W),Thermal resistance winding-housing (K/W),Thermal time constant winding (s),Thermal time constant motor (s),Ambient temperature (°C),Max. winding temperature (°C),Max. speed (rpm),Axial play (mm) (N),Unnamed: 26 (N),Radial play (mm),Max. axial load (dynamic) (N),Max. force for press fits (static) (N),"(static, shaft supported) (N)",Max. radial load,Number of pole pairs,Number of phases,Number of autoclave cycles,Weight (g),Bearing type,Number of commutator segments,Protection
411,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607935,48,1960,272,1600,1210,4.96,9410,56.9,87,0.844,1.07,231,41.3,0.151,7.52,4760,1.42,1.04,31,211,-40...+100,+125,5000,"0 mm, at radial load < 58","0.15 mm, at radial load > 58",,34,440,8000,"130 N, 10 mm from flange",11,3.0,0.0,964,ball bearings,,
412,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607936,60,1980,221,1620,1220,4.02,9490,46.7,87,1.28,1.63,286,33.4,0.15,7.5,4760,1.41,1.04,31,210,-40...+100,+125,5000,"0 mm, at radial load < 58","0.15 mm, at radial load > 58",,34,440,8000,"130 N, 10 mm from flange",11,3.0,0.0,964,ball bearings,,
413,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607937,18,2080,821,1620,1610,17.9,10100,183,87,0.0983,0.133,81.6,117,0.141,7.53,5100,0.87,0.849,28.2,129,-40...+100,+125,5000,"0 mm, at radial load < 58","0.14 mm, at radial load > 58",,34,440,8000,"130 N, 10 mm from flange",11,3.0,0.0,988,ball bearings,,
414,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607938,30,2080,493,1620,1560,10.5,9950,107,87,0.28,0.369,136,70.2,0.144,7.72,5100,0.867,0.848,26.5,129,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"130 N, 10 mm from flange",11,3.0,0.0,988,ball bearings,,
415,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607939,48,1960,283,1520,1490,5.95,9410,56.9,86,0.844,1.07,231,41.3,0.151,8.05,5100,0.91,0.86,25.6,135,-40...+100,+125,5000,"0 mm, at radial load < 58","0.14 mm, at radial load > 58",,34,440,8000,"130 N, 10 mm from flange",11,3.0,0.0,988,ball bearings,,
416,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607940,60,1980,230,1540,1500,4.83,9490,46.7,86,1.28,1.63,286,33.4,0.15,8.03,5100,0.902,0.857,25.6,134,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"130 N, 10 mm from flange",11,3.0,0.0,988,ball bearings,,
417,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607943,36,3070,420,2420,721,6.04,5000,70,85,0.514,0.554,110,86.8,0.406,12.2,2880,1.39,1.15,21.1,207,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,624,ball bearings,,
418,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607944,60,2600,197,2020,697,2.98,4580,30.1,84,2,2.15,217,44.1,0.406,12.2,2880,1.53,1.23,22.8,227,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,624,ball bearings,,
419,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607946,24,3170,658,2490,729,9.43,5070,111,85,0.216,0.232,71.2,134,0.407,12.3,2880,1.37,1.13,21.3,203,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,624,ball bearings,,
420,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607947,36,3070,420,2420,715,6,4960,68.9,85,0.523,0.554,110,86.8,0.412,12.4,2880,1.39,1.15,21.1,207,-40...+100,+125,5000,"0 mm, at radial load < 58","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,624,ball bearings,,
421,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607948,60,2600,197,2020,691,2.96,4540,29.6,84,2.03,2.15,217,44.1,0.412,12.4,2880,1.53,1.23,22.8,227,-40...+100,+125,5000,"0 mm, at radial load < 58","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,624,ball bearings,,
422,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607951,36,3120,444,2270,941,7.66,4920,70,84,0.514,0.554,108,88.1,0.418,14,3210,0.691,0.929,17.1,103,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,638,ball bearings,,
423,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607952,60,2640,210,1890,901,3.75,4510,30.1,84,2,2.15,214,44.7,0.418,14,3210,0.798,0.964,17.8,119,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,638,ball bearings,,
424,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607953,12,3210,1390,2310,958,24.1,4860,211,84,0.0569,0.058,35.1,272,0.442,14.8,3210,0.68,0.925,17.4,101,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,638,ball bearings,,
425,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607954,24,3210,696,2340,961,12,5030,113,85,0.213,0.232,70.1,136,0.413,13.9,3210,0.675,0.923,17.3,100,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,638,ball bearings,,
426,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607955,36,3120,444,2270,941,7.66,4920,70,84,0.514,0.554,108,88.1,0.418,14,3210,0.691,0.929,17.1,103,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,638,ball bearings,,
427,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607956,60,2640,210,1890,901,3.75,4510,30.1,84,2,2.15,214,44.7,0.418,14,3210,0.798,0.964,17.8,119,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,638,ball bearings,,
428,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re50/618570,24,5950,311,5690,385,10.3,8920,232,93,0.103,0.0717,38.5,248,0.668,3.78,540,3.59,1.24,68.4,1510,-30...+100,+125,9500,"0 mm, at radial load < 11.5","0.1 mm, at radial load > 11.5",0.03,30,150,6000,"110 N, 15 mm from flange",1,,0.0,1100,Waelzlager,15.0,
429,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re50/618571,36,5680,195,5430,400,6.8,8920,148,93,0.244,0.177,60.4,158,0.638,3.78,565,3.59,1.24,71.6,1510,-30...+100,+125,9500,"0 mm, at radial load < 11.5","0.1 mm, at radial load > 11.5",0.03,30,150,6000,"110 N, 15 mm from flange",1,,0.0,1100,Waelzlager,15.0,
430,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re50/618572,48,4900,119,4630,404,4.44,7370,78.9,92,0.608,0.423,93.4,102,0.666,3.81,547,3.59,1.24,69.2,1510,-30...+100,+125,9500,"0 mm, at radial load < 11.5","0.1 mm, at radial load > 11.5",0.03,30,150,6000,"110 N, 15 mm from flange",1,,0.0,1100,Waelzlager,15.0,
431,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re50/618573,70,2760,39.4,2480,442,1.87,4340,17.9,91,3.9,2.83,242,39.5,0.638,3.78,565,3.59,1.24,71.6,1510,-30...+100,+125,9500,"0 mm, at radial load < 11.5","0.1 mm, at radial load > 11.5",0.03,30,150,6000,"110 N, 15 mm from flange",1,,0.0,1100,Waelzlager,15.0,
432,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625854,12,3760,797,3210,263,8.79,2210,113,84,0.106,0.0911,30,318,1.13,9.84,835,2.69,3.8,37.9,96.7,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,355,ball bearings,,
433,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625856,48,4020,221,3460,301,2.63,2650,43.9,86,1.09,1.28,113,84.8,0.823,7.2,835,2.59,3.8,49.7,93.4,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,355,ball bearings,,
434,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625857,12,3760,815,2990,381,12.1,2210,113,84,0.106,0.0911,30,318,1.13,9.54,810,2.09,1.52,15.1,75.1,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,350,ball bearings,,
435,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625859,48,4020,224,3230,441,3.66,2650,43.9,86,1.09,1.28,113,84.8,0.823,6.98,810,2.01,1.5,19.6,72.5,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,350,ball bearings,,
436,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625860,12,3760,815,2790,496,15.2,2210,113,84,0.106,0.0911,30,318,1.13,9.8,832,1.36,0.891,8.88,49,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,360,ball bearings,,
437,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625861,48,4020,224,3020,581,4.63,2650,43.9,86,1.09,1.28,113,84.8,0.823,7.17,832,1.29,0.866,11.3,46.3,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,360,ball bearings,,
438,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/645604,24,4300,493,3730,272,5.18,2510,83.2,85,0.288,0.279,52.5,182,0.998,8.72,835,2.5,3.8,41.4,90,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,370,ball bearings,,
439,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647691,12,3760,797,3210,263,8.79,2210,113,84,0.106,0.0911,30,318,1.13,9.84,835,2.69,3.8,37.9,96.7,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,370,ball bearings,,
440,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647692,48,4020,221,3460,301,2.63,2650,43.9,86,1.09,1.28,113,84.8,0.823,7.2,835,2.59,3.8,49.7,93.4,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,370,ball bearings,,
441,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647693,12,3760,815,2990,378,12,2200,111,84,0.108,0.0911,30,318,1.14,9.69,810,2.09,1.52,15.1,75.1,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,365,ball bearings,,
442,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647694,24,4300,497,3480,405,7.29,2510,83.2,85,0.288,0.279,52.5,182,0.998,8.46,810,1.94,1.48,16.1,69.9,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,365,ball bearings,,
443,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647695,48,4020,224,3230,441,3.66,2650,43.9,86,1.09,1.28,113,84.8,0.823,6.98,810,2.01,1.5,19.6,72.5,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,365,ball bearings,,
444,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647696,12,3760,815,2790,496,15.2,2210,113,84,0.106,0.0911,30,318,1.13,9.8,832,1.36,0.891,8.88,49,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,375,ball bearings,,
445,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/647697,48,4020,224,3020,581,4.63,2650,43.9,86,1.09,1.28,113,84.8,0.823,7.17,832,1.29,0.866,11.3,46.3,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,375,ball bearings,,
446,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/666603,48,4640,185,3910,343,3.31,2880,55.7,89,0.862,0.922,97.8,97.7,0.862,0.704,78,5.08,0.6,19.8,1490,-40...+100,+155,8000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,7.47,87,3000,"29.9 N, 5 mm from flange",8,3.0,0.0,587,,,
447,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/676600,24,4730,379,3990,301,6.05,2650,86.6,87,0.277,0.222,47.9,199,1.15,0.942,78,5.08,0.6,15.5,1490,-40...+100,+155,8000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,7.47,87,3000,"29.9 N, 5 mm from flange",8,3.0,0.0,587,ball bearings,,
448,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01EBKL577,6,7890,14.8,4840,4.04,0.575,10.5,1.46,81,4.1,0.14,7.19,1330,758,8.87,1.12,29.8,5.5,5.47,288,-30...+65,+85,11000,0.05 - 0.15,,0.025,2.2,30,200,"7.8 N, 5 mm from flange",1,,0.0,23,Waelzlager,7.0,
449,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01EBKL651,12,7550,7.01,4400,3.91,0.267,9.44,0.629,80,19.1,0.61,15,637,809,8.92,1.05,29.8,5.5,5.12,288,-30...+65,+85,11000,0.05 - 0.15,,0.025,2.2,30,200,"7.8 N, 5 mm from flange",1,,0.0,23,Waelzlager,7.0,
450,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01EBKL721,24,7470,3.46,4220,3.78,0.128,8.75,0.289,80,83.2,2.49,30.3,315,864,9,0.994,29.8,5.5,4.81,288,-30...+65,+85,11000,0.05 - 0.15,,0.025,2.2,30,200,"7.8 N, 5 mm from flange",1,,0.0,23,Waelzlager,7.0,
451,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01GBKL553,6,9960,47.6,6770,3.79,0.72,12.1,2.15,73,2.79,0.0857,5.62,1700,843,8.85,1,29.8,5.5,4.86,288,-30...+85,+125,11000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.025,2.2,30,200,"7.8 N, 5 mm from flange",1,,0.0,23,Waelzlager,7.0,
452,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01GBKL622,12,9960,23.8,6180,4.41,0.415,11.9,1.05,72,11.4,0.343,11.2,849,858,8.92,0.993,29.8,5.5,4.8,288,-30...+85,+125,11000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.025,2.2,30,200,"7.8 N, 5 mm from flange",1,,0.0,23,Waelzlager,7.0,
453,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01GBKL692,24,10000,11.9,6560,4.87,0.228,14.4,0.64,75,37.5,1.37,22.5,424,707,8.57,1.16,29.8,5.5,5.69,288,-30...+85,+125,11000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.025,2.2,30,200,"7.8 N, 5 mm from flange",1,,0.0,23,Waelzlager,7.0,
454,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01EBKL556,6,5490,18.9,4280,8.55,0.84,39,3.75,86,1.6,0.119,10.4,919,141,8.44,5.7,20,6,17.6,538,-30...+65,+85,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.025,3.3,45,420,"12.3 N, 5 mm from flange",1,,0.0,54,Waelzlager,9.0,
455,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01EBKL619,12,5890,10.5,4250,10.3,0.541,36.9,1.91,86,6.28,0.413,19.3,494,160,8.36,4.98,20,6,15.3,538,-30...+65,+85,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.025,3.3,45,420,"12.3 N, 5 mm from flange",1,,0.0,54,Waelzlager,9.0,
456,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01EBKL703,24,5090,4.22,3450,10.4,0.235,32.3,0.721,86,33.3,2.21,44.8,213,159,8.39,5.05,20,6,15.5,538,-30...+65,+85,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.025,3.3,45,420,"12.3 N, 5 mm from flange",1,,0.0,54,Waelzlager,9.0,
457,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBKL529,6,7040,56.4,4980,11.3,1.49,42.4,5.39,77,1.11,0.0686,7.88,1210,171,9.09,5.07,20,6,15.6,538,-30...+85,+125,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.025,3.3,45,420,"12.3 N, 5 mm from flange",1,,0.0,54,Waelzlager,9.0,
458,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBKL598,12,7140,28.3,5260,12.5,0.819,49.4,3.14,81,3.83,0.274,15.8,606,147,8.57,5.57,20,6,17.2,538,-30...+85,+125,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.025,3.3,45,420,"12.3 N, 5 mm from flange",1,,0.0,54,Waelzlager,9.0,
459,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBKL665,24,7340,14.5,5350,11.8,0.397,44.6,1.45,80,16.6,1.05,30.8,310,167,8.2,4.69,20,6,14.3,538,-30...+85,+125,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.025,3.3,45,420,"12.3 N, 5 mm from flange",1,,0.0,54,Waelzlager,9.0,
460,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01EBKL574,12,4460,22.2,3790,21,0.84,140,5.49,88,2.19,0.278,25.6,373,31.9,4.99,14.9,13.2,3.2,17.8,350,-30...+65,+85,6700,0.1 - 0.2,,0.025,5,75,1200,"20 N, 5 mm from flange",1,,0.0,120,Waelzlager,13.0,
461,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01EBKL646,24,4370,10.8,3450,28.9,0.562,138,2.64,88,9.08,1.16,52.2,183,31.8,5.06,15.2,13.2,3.2,18.1,350,-30...+65,+85,6700,0.1 - 0.2,,0.025,5,75,1200,"20 N, 5 mm from flange",1,,0.0,120,Waelzlager,13.0,
462,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01GBKL574,24,8930,39.8,8100,26.6,1.08,287,11.2,89,2.14,0.278,25.6,373,31.2,4.89,14.9,13.2,3.2,17.8,350,-30...+85,+100,11000,0.1 - 0.2,,0.025,5,75,1200,"20 N, 5 mm from flange",1,,0.0,120,Waelzlager,13.0,
463,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01GBKL646,48,8740,19.3,7810,29.4,0.582,278,5.31,88,9.04,1.16,52.2,183,31.6,5.04,15.2,13.2,3.2,18.1,350,-30...+85,+100,11000,0.1 - 0.2,,0.025,5,75,1200,"20 N, 5 mm from flange",1,,0.0,120,Waelzlager,13.0,
464,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBKL501,1.5,17200,36.2,4950,0.309,0.425,0.453,0.581,58,2.58,0.0079,0.779,12300,40600,7.06,0.0166,105,20,1.71,79,-30...+85,+100,17300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.012,0.1,8.8,100,"0.6 N, 5 mm from flange",1,,0.0,2,Waelzlager,5.0,
465,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBSL501,1.5,17500,28.9,4940,0.311,0.425,0.453,0.581,61,2.58,0.0079,0.779,12300,40600,7.06,0.0166,105,20,1.71,79,-30...+85,+100,17300,"0.02 mm, at radial load < 0","0.1 mm, at radial load > 0",0.012,0.1,10,100,"0.4 N, 5 mm from flange",1,,0.0,2,sleeve bearing,5.0,
466,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBKL537,2.4,11500,13.6,4790,0.649,0.344,1.13,0.581,72,4.13,0.0139,1.95,4900,10400,4.17,0.0384,101,16.9,2.31,162,-30...+85,+100,17300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.012,0.1,8.8,100,"0.6 N, 5 mm from flange",1,,0.0,4,Waelzlager,5.0,
467,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBKL644,7.2,11800,4.7,4830,0.616,0.113,1.06,0.187,71,38.5,0.117,5.67,1680,11400,4.24,0.0354,101,16.9,2.11,162,-30...+85,+100,17300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.012,0.1,8.8,100,"0.6 N, 5 mm from flange",1,,0.0,4,Waelzlager,5.0,
468,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBKL666,9,11900,3.77,5200,0.647,0.0947,1.17,0.166,72,54.3,0.183,7.07,1350,10400,4.15,0.0383,101,16.9,2.3,162,-30...+85,+100,17300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.012,0.1,8.8,100,"0.6 N, 5 mm from flange",1,,0.0,4,Waelzlager,5.0,
469,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBSL537,2.4,11500,11.9,4780,0.653,0.345,1.13,0.581,74,4.13,0.0139,1.95,4900,10400,4.17,0.0384,101,16.9,2.31,162,-30...+85,+100,17300,"0.02 mm, at radial load < 0","0.1 mm, at radial load > 0",0.012,0.1,10,100,"0.4 N, 5 mm from flange",1,,0.0,4,sleeve bearing,5.0,
470,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBSL644,7.2,11900,4.12,4820,0.62,0.113,1.06,0.187,73,38.5,0.117,5.67,1680,11400,4.24,0.0354,101,16.9,2.11,162,-30...+85,+100,17300,"0.02 mm, at radial load < 0","0.1 mm, at radial load > 0",0.012,0.1,10,100,"0.4 N, 5 mm from flange",1,,0.0,4,sleeve bearing,5.0,
471,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX8/DCX08M01EBSL666,9,11900,3.3,5190,0.652,0.0949,1.17,0.166,74,54.3,0.183,7.07,1350,10400,4.15,0.0383,101,16.9,2.3,162,-30...+85,+100,17300,"0.02 mm, at radial load < 0","0.1 mm, at radial load > 0",0.012,0.1,10,100,"0.4 N, 5 mm from flange",1,,0.0,4,sleeve bearing,5.0,
472,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX10/DCX10L01EBKL425,1.5,11500,97.6,9230,1.02,0.924,5.13,4.23,73,0.355,0.00539,1.21,7870,2300,3.68,0.153,36.5,10.6,4.38,151,-40...+85,+100,14300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.015,0.5,8.8,120,"1.5 N, 5 mm from flange",1,,0.0,11,Waelzlager,7.0,
473,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX10/DCX10L01EBKL489,3,12100,52.8,6960,2.02,0.918,4.81,2.09,72,1.44,0.0195,2.31,4140,2590,3.57,0.132,36.5,10.6,3.76,151,-40...+85,+100,14300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.015,0.5,8.8,120,"1.5 N, 5 mm from flange",1,,0.0,11,Waelzlager,7.0,
474,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX10/DCX10L01EBKL531,4.5,11900,34.3,7130,2.18,0.645,5.45,1.55,73,2.9,0.0453,3.52,2710,2240,3.54,0.151,36.5,10.6,4.33,151,-40...+85,+100,14300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.015,0.5,8.8,120,"1.5 N, 5 mm from flange",1,,0.0,11,Waelzlager,7.0,
475,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX10/DCX10L01EBKL558,6,12100,26.3,6660,1.91,0.435,4.32,0.937,70,6.4,0.0778,4.61,2070,2880,3.58,0.119,36.5,10.6,3.38,151,-40...+85,+100,14300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.015,0.5,8.8,120,"1.5 N, 5 mm from flange",1,,0.0,11,Waelzlager,7.0,
476,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX10/DCX10L01EBKL601,9,11900,17.1,6800,2.04,0.303,4.8,0.682,72,13.2,0.181,7.04,1360,2550,3.56,0.134,36.5,10.6,3.82,151,-40...+85,+100,14300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.015,0.5,8.8,120,"1.5 N, 5 mm from flange",1,,0.0,11,Waelzlager,7.0,
477,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX10/DCX10L01EBKL635,12,11200,11.7,5990,2.01,0.211,4.36,0.439,71,27.3,0.362,9.95,960,2640,3.59,0.13,36.5,10.6,3.71,151,-40...+85,+100,14300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.015,0.5,8.8,120,"1.5 N, 5 mm from flange",1,,0.0,11,Waelzlager,7.0,
