index,url,Nominal voltage (V),No load speed (rpm),No load current (mA),Nominal speed (rpm),Nominal torque (max. continuous torque) (mNm),Nominal current (max. continuous current) (A),Stall torque (mNm),Stall current (A),Max. efficiency (%),Terminal resistance (Ω),Terminal inductance (mH),Torque constant (mNm/A),Speed constant (rpm/V),Speed / torque gradient (rpm/mNm),Mechanical time constant (ms),Rotor inertia (gcm²),Thermal resistance housing-ambient (K/W),Thermal resistance winding-housing (K/W),Thermal time constant winding (s),Thermal time constant motor (s),Ambient temperature (°C),Max. winding temperature (°C),Max. speed (rpm),Axial play (mm) (N),Unnamed: 26 (N),Radial play (mm),Max. axial load (dynamic) (N),Max. force for press fits (static) (N),"(static, shaft supported) (N)",Max. radial load,Number of pole pairs,Number of phases,Number of autoclave cycles,Weight (g),Bearing type,Number of commutator segments,Protection
49,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/323219,36,16300,109,14900,43.7,2.16,612,29.1,88,1.24,0.113,21.1,453,26.7,1.55,5.54,12.2,1.19,5.12,482,-20...+100,+155,25000,"0 mm, at radial load < 3","0.14 mm, at radial load > 3",,4,53,1000,"16 N, 5 mm from flange",2,3.0,0.0,125,ball bearings,,
50,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/323220,48,16200,81.8,14900,42,1.56,570,20.3,88,2.37,0.201,28.1,340,28.6,1.66,5.54,12.2,1.19,4.92,482,-20...+100,+155,25000,"0 mm, at radial load < 3","0.14 mm, at radial load > 3",,4,53,1000,"16 N, 5 mm from flange",2,3.0,0.0,125,ball bearings,,
51,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/353295,24,4090,697,3810,501,10,15700,292,83,0.0821,0.0308,53.7,178,0.272,3.68,1290,1.3,1.85,118,1060,-30...+100,+125,5500,"0 mm, at radial load < 25","0.1 mm, at radial load > 25",0.03,70,420,12000,"350 N, 15 mm from flange",2,,0.0,2100,Waelzlager,26.0,
52,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re65/353297,48,3670,289,3420,800,6.8,16100,131,88,0.365,0.161,123,77.8,0.231,3.25,1340,1.3,1.85,123,1060,-30...+100,+125,5500,"0 mm, at radial load < 25","0.1 mm, at radial load > 25",0.03,70,420,12000,"350 N, 15 mm from flange",2,,0.0,2100,Waelzlager,26.0,
53,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/393879,48,6470,149,5720,334,4.8,3350,47.5,89,1.01,0.298,70.5,135,1.94,2.6,128,4,0.53,17,1460,-55...+200,+240,12000,"0 mm, at radial load < 20","0.14 mm, at radial load > 20",,18,80,3000,"75 N, 5 mm from flange",2,3.0,0.0,730,,,
54,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/397798,48,6470,149,5720,334,4.8,3350,47.5,89,1.01,0.298,70.5,135,1.94,2.6,128,4,0.53,17,1720,-55...+200,+240,12000,"0 mm, at radial load < 20","0.14 mm, at radial load > 20",,16,80,3000,"75 N, 5 mm from flange",2,3.0,0.0,860,,,
55,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/397799,48,6420,482,4670,804,11.4,3350,47.5,82,1.01,0.000298,70.5,135,1.94,2.85,140,0.3,0.53,17,129,-55...+200,+240,12000,0 - 0.14,,,16,80,3000,"75 N, 5 mm from flange",2,3.0,0.0,860,,,
56,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec4pole/397800,48,6420,482,4670,804,11.4,3350,47.5,82,1.01,0.000298,70.5,135,1.94,2.85,140,0.3,0.53,17,129,-55...+200,+240,12000,0 - 0.14,,0,16,80,3000,"75 N, 5 mm from flange",2,3.0,,860,,,
57,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/426448,48,13200,83.1,11400,56.6,1.7,460,13.4,85,3.59,0.626,34.4,278,29,2.31,7.63,9.12,0.92,5.84,462,-55...+200,+240,20000,"0 mm, at radial load < 5","0.14 mm, at radial load > 5",,8,98,250,"16 N, 5 mm from flange",1,3.0,0.0,210,Waelzlager,,
58,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/426449,48,13200,83.1,11400,56.6,1.7,460,13.4,85,3.59,0.626,34.4,278,29,2.31,7.63,9.12,0.92,5.84,462,-55...+200,+240,20000,"0 mm, at radial load < 5","0.14 mm, at radial load > 5",,8,98,250,"16 N, 5 mm from flange",1,3.0,0.0,210,Waelzlager,,
59,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/426450,48,13100,177,11500,52.6,1.67,460,13.4,79,3.59,0.626,34.4,278,29,2.31,7.63,9.12,0.92,5.84,462,-55...+200,+240,20000,"0 mm, at radial load < 5","0.14 mm, at radial load > 5",0.025,8,98,250,"16 N, 5 mm from flange",1,3.0,0.0,237,Waelzlager,,
60,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/426451,48,13100,177,11500,52.6,1.67,460,13.4,79,3.59,0.626,34.4,278,29,2.31,7.63,9.12,0.92,5.84,462,-55...+200,+240,20000,"0 mm, at radial load < 5","0.14 mm, at radial load > 5",0.025,8,98,250,"16 N, 5 mm from flange",1,3.0,0.0,237,Waelzlager,,
61,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/449464,24,13200,285,10200,53.6,2.83,423,48.7,85,0.493,0.39,16.9,565,16.5,2.68,15.5,9.66,2.57,17.7,821,-40...+100,+155,15000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,5,87,6500,"15 N, 5 mm from flange",7,3.0,0.0,170,ball bearings,,
62,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/449470,36,10700,192,8720,84.8,2.47,728,47,87,0.766,0.644,31.5,303,7.36,1.86,24.2,7.8,2.6,28.5,936,-40...+100,+155,15000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,5,87,5000,"15 N, 5 mm from flange",7,3.0,0.0,240,ball bearings,,
63,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/496651,18,7790,289,6520,65.2,2.95,497,40.1,84,0.448,0.255,21.7,440,9.1,1.22,12.8,9.91,3.77,19,892,-40...+100,+155,10000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,7,87,6500,"21 N, 5 mm from flange",7,3.0,0.0,180,ball bearings,,
64,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/496652,36,7350,131,6080,78.9,1.62,534,25.4,86,1.42,1.15,46.1,207,6.38,0.855,12.8,9.91,3.77,26,892,-40...+100,+155,10000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,7,87,6500,"21 N, 5 mm from flange",7,3.0,0.0,180,ball bearings,,
65,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/496654,18,7840,448,6890,105,4.9,932,91.7,86,0.196,0.113,21.7,441,3.99,0.962,23,8.17,2.27,18.2,1020,-40...+100,+155,10000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,7,87,5000,"26.1 N, 5 mm from flange",7,3.0,0.0,250,ball bearings,,
66,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/496655,36,7390,205,6450,130,2.74,1030,61.8,89,0.582,0.512,46.1,207,2.62,0.632,23,8.17,2.27,24.9,1020,-40...+100,+155,10000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,7,87,5000,"26.1 N, 5 mm from flange",7,3.0,0.0,250,ball bearings,,
67,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/496660,18,4540,352,3920,209,5.5,1850,77.4,87,0.233,0.169,37.5,255,1.58,0.729,44,7.17,1.35,20.7,1400,-40...+100,+155,8000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,7,87,3000,"29.9 N, 5 mm from flange",7,3.0,0.0,390,ball bearings,,
68,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/496661,36,4550,176,3950,208,2.74,1920,42.8,87,0.84,0.675,74.9,127,1.43,0.658,44,7.17,1.35,20.7,1400,-40...+100,+155,8000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,7,87,3000,"29.9 N, 5 mm from flange",7,3.0,0.0,390,ball bearings,,
69,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/500267,48,1960,278,1670,964,4.06,9410,56.9,87,0.844,1.07,231,41.3,0.151,7.99,5060,1.78,1.82,54.3,265,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"130 N, 10 mm from flange",11,3.0,0.0,985,ball bearings,,
70,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/500269,18,2110,830,1790,1020,12.2,10100,186,87,0.0968,0.133,80.7,118,0.142,7.51,5060,1.73,1.82,60.5,257,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"130 N, 10 mm from flange",11,3.0,0.0,985,ball bearings,,
71,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/515458,24,3170,658,2720,462,6.44,5110,113,85,0.213,0.232,71.2,134,0.401,13.3,3170,1.75,3.71,69.8,260,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,635,ball bearings,,
72,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539473,24,9180,112,7760,36.1,1.49,296,14.1,83,1.71,1.12,24.6,387,26.8,2.05,7.3,11.1,3.75,30.1,849,-40...+100,+125,15000,"0 mm, at radial load < 9","0.14 mm, at radial load > 9",,5,98,2000,"25 N, 5 mm from flange",2,3.0,0.0,153,ball bearings,,
73,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539477,24,9960,164,8830,55.5,2.48,629,33,86,0.727,0.475,22.8,418,13.3,1.93,13.8,9.01,2.46,31.9,1080,-40...+100,+125,15000,"0 mm, at radial load < 9","0.14 mm, at radial load > 9",,5,98,1300,"25 N, 5 mm from flange",2,3.0,0.0,240,,,
74,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539482,24,8510,149,7050,61.5,2.21,480,29.4,86,0.816,0.749,26.6,359,11,0.934,8.1,11.1,3.75,27.5,866,-40...+100,+155,10000,"0 mm, at radial load < 9","0.14 mm, at radial load > 9",,5,98,2000,"25 N, 5 mm from flange",4,3.0,0.0,156,ball bearings,,
75,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/539487,24,7950,227,6880,106,3.62,963,62.9,88,0.382,0.39,28.6,334,4.47,0.725,15.5,9.01,2.46,31.3,1090,-40...+100,+155,10000,"0 mm, at radial load < 9","0.14 mm, at radial load > 9",,5,98,1300,"25 N, 5 mm from flange",4,3.0,0.0,242,ball bearings,,
76,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/574741,24,4720,716,4210,438,9.03,4580,257,90,0.0935,0.123,48.1,198,0.386,0.687,170,4.32,0.63,19.9,1780,-40...+100,+155,6000,"0 mm, at radial load < 15","0.14 mm, at radial load > 15",,12,150,6000,"110 N, 5 mm from flange",8,3.0,0.0,823,,,
77,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re50/578296,24,5950,236,5680,405,10.8,8920,232,94,0.103,0.0717,38.5,248,0.668,3.78,540,3.59,1.24,68.4,1510,-30...+100,+125,9500,"0 mm, at radial load < 11.5","0.1 mm, at radial load > 11.5",0.03,30,150,6000,"110 N, 15 mm from flange",1,,0.0,1100,Waelzlager,15.0,
78,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/re/re50/578298,48,4900,88.4,4620,420,4.58,7370,78.9,93,0.608,0.423,93.4,102,0.666,3.81,547,3.59,1.24,69.2,1510,-30...+100,+125,9500,"0 mm, at radial load < 11.5","0.1 mm, at radial load > 11.5",0.03,30,150,6000,"110 N, 15 mm from flange",1,,0.0,1100,Waelzlager,15.0,
79,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/579165,48,4950,384,4470,423,4.59,4930,169,91,0.284,0.45,91.9,104,0.321,0.572,170,4.32,0.63,21.5,1780,-40...+100,+155,6000,"0 mm, at radial load < 15","0.14 mm, at radial load > 15",,12,150,6000,"110 N, 5 mm from flange",8,3.0,0.0,823,,,
80,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/580047,60,2600,197,2200,460,2.1,4540,29.6,84,2.03,2.15,217,44.1,0.412,13.7,3170,1.95,3.62,66.8,290,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,635,ball bearings,,
81,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/597974,30,2080,493,1620,1560,10.5,9950,107,87,0.28,0.369,136,70.2,0.144,7.72,5100,0.867,0.848,26.5,129,-40...+100,+125,5000,"0.14 mm, at radial load < 58","0.14 mm, at radial load > 58",,34,440,8000,"130 N, 10 mm from flange",11,3.0,0.0,988,ball bearings,,
82,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/606793,24,3340,657,2970,646,9.42,6820,205,89,0.117,0.149,68,140,0.241,0.668,264,4.02,0.53,19.7,2310,-40...+100,+155,5000,"0 mm, at radial load < 15","0.14 mm, at radial load > 15",,12,150,6000,"110 N, 5 mm from flange",8,3.0,,1150,,,
83,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607930,30,2080,475,1700,1260,8.72,9950,107,87,0.28,0.369,136,70.2,0.144,7.21,4760,1.37,1.02,31.9,204,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"130 N, 10 mm from flange",11,3.0,0.0,964,ball bearings,,
84,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607942,24,3170,658,2490,729,9.43,5070,111,85,0.216,0.232,71.2,134,0.407,12.3,2880,1.37,1.13,21.3,203,-40...+100,+125,5000,"0 mm, at radial load < 58","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,624,ball bearings,,
85,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat90/607950,24,3210,696,2340,961,12,5030,113,85,0.213,0.232,70.1,136,0.413,13.9,3210,0.675,0.923,17.3,100,-40...+100,+125,5000,"{0} {1}, at radial load {2} {3} {4}","0.14 mm, at radial load > 58",,34,440,8000,"100 N, 10 mm from flange",11,3.0,0.0,638,ball bearings,,
86,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/614949,24,4300,497,3240,540,9.34,2510,83.2,85,0.288,0.279,52.5,182,0.998,8.69,832,1.22,0.842,9.17,44,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,360,ball bearings,,
87,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625855,24,4300,493,3730,272,5.18,2510,83.2,85,0.288,0.279,52.5,182,0.998,8.72,835,2.5,3.8,41.4,90,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,355,ball bearings,,
88,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/625858,24,4300,497,3480,405,7.29,2510,83.2,85,0.288,0.279,52.5,182,0.998,8.46,810,1.94,1.48,16.1,69.9,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,350,ball bearings,,
89,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/634043,48,3970,419,3610,627,5.48,7830,203,91,0.236,0.424,115,83.3,0.172,0.475,264,4.02,0.53,26,2310,-40...+100,+155,5000,"0 mm, at radial load < 15","0.14 mm, at radial load > 15",,12,150,6000,"110 N, 5 mm from flange",8,3.0,,1150,,,
90,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat60/642221,24,4300,497,3240,540,9.34,2510,83.2,85,0.288,0.279,52.5,182,0.998,8.69,832,1.22,0.842,9.17,44,-40...+100,+125,6000,"0 mm, at radial load < 12","0.14 mm, at radial load > 12",,12,170,8000,"112 N, 5 mm from flange",7,3.0,0.0,375,ball bearings,,
91,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/666601,18,4670,496,3920,276,7.38,2400,91.1,86,0.198,0.128,36.4,262,1.42,1.16,78,5.08,0.6,13.2,1490,-40...+100,+155,8000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,7.47,87,3000,"29.9 N, 5 mm from flange",8,3.0,0.0,587,ball bearings,,
92,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-i/666602,36,4670,248,3940,327,4.27,2810,68,88,0.529,0.512,72.8,131,0.953,0.778,78,5.08,0.6,18.5,1490,-40...+100,+155,8000,"0 mm, at radial load < 9","0.15 mm, at radial load > 9",,7.47,87,3000,"29.9 N, 5 mm from flange",8,3.0,0.0,587,ball bearings,,
93,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/EC50Frameless/734439,48,6650,150,5630,322,4.35,1890,81.2,92,0.591,0.384,68.5,139,1.2,0.881,70,4.02,1.4,19.1,453,-40...+100,+155,7000,,,,,,,,10,3.0,,225,,,
94,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/ECDT85Frameless/740953,48,3410,283,2850,1710,11.4,11500,306,94,0.157,0.367,134,71.4,0.0838,0.571,650,2.35,0.3,21,810,-40...+100,+155,4000,,,,,,,,10,3.0,,741,,,
95,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/EC50Frameless/758031,48,4330,109,3700,435,3.87,2770,64.2,92,0.748,0.571,105,90.7,0.644,0.666,98.8,5.02,0.412,7.57,678,-40...+100,+155,5000,,,,,,,,10,3.0,,270,,,
96,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/ECDT85Frameless/759875,48,1920,204,1610,2840,10.8,18600,220,94,0.218,0.586,238,40.2,0.0369,0.398,1030,2.2,0.205,20,760,-40...+100,+155,3000,,,,,,,,10,3.0,,,,,
97,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/ECDT65Frameless/783327,48,4570,204,3840,688,6.26,4080,145,93,0.332,0.458,99.7,95.8,0.319,0.569,170,3.65,0.379,12.1,1330,-40...+100,+155,5000,,,,,,,,10,3.0,,377,,,
98,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/ECDT65Frameless/783332,48,2590,150,2170,1130,5.87,5660,103,92,0.466,0.779,176,54.2,0.143,0.413,275,3.42,0.207,9.1,1250,-40...+100,+155,5000,,,,,,,,10,3.0,,524,,,
99,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/EC38Frameless/800948,24,6290,147,5110,186,4.69,1150,63.8,91,0.376,0.312,36.2,264,2.74,0.583,20.3,6.87,0.33,3.38,574,-40...+100,+155,15000,,,,,,,,7,3.0,,170,,,
100,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecframelessdt/EC38Frameless/814370,24,12400,261,10100,96.8,4.81,641,89.9,89,0.267,0.182,18.2,524,7.68,0.981,12.2,7.28,0.6,4.46,451,-40...+100,+155,15000,,,,,,,,7,3.0,,125,,,
101,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01EBSL577,6,7890,14.7,4830,4.06,0.577,10.5,1.46,81,4.1,0.14,7.19,1330,758,8.87,1.12,29.8,5.5,5.47,288,-30...+65,+85,11000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.012,0.8,35,200,"1.4 N, 5 mm from flange",1,,0.0,23,sleeve bearing,7.0,
102,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01EBSL651,12,7560,6.9,4390,3.92,0.267,9.44,0.629,80,19.1,0.61,15,637,809,8.92,1.05,29.8,5.5,5.12,288,-30...+65,+85,11000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.012,0.8,35,200,"1.4 N, 5 mm from flange",1,,0.0,23,sleeve bearing,7.0,
103,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01EBSL721,24,7470,3.4,4210,3.8,0.128,8.75,0.289,80,83.2,2.49,30.3,315,864,9,0.994,29.8,5.5,4.81,288,-30...+65,+85,11000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.012,0.8,35,200,"1.4 N, 5 mm from flange",1,,0.0,23,sleeve bearing,7.0,
104,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01GBSL553,6,9870,67.3,6770,3.71,0.72,12.1,2.15,68,2.79,0.0857,5.62,1700,843,8.85,1,29.8,5.5,4.86,288,-30...+85,+125,11000,0.05 - 0.15,,0.012,0.8,35,200,"1.4 N, 5 mm from flange",1,,0.0,23,sleeve bearing,7.0,
105,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01GBSL622,12,9860,33.6,6200,4.31,0.413,11.9,1.05,68,11.4,0.343,11.2,849,858,8.92,0.993,29.8,5.5,4.8,288,-30...+85,+125,11000,0.05 - 0.15,,0.012,0.8,35,200,"1.4 N, 5 mm from flange",1,,0.0,23,sleeve bearing,7.0,
106,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max16/DC-MAX16S01GBSL692,24,9920,16.8,6580,4.76,0.227,14.4,0.64,71,37.5,1.37,22.5,424,707,8.57,1.16,29.8,5.5,5.69,288,-30...+85,+125,11000,0.05 - 0.15,,0.012,0.8,35,200,"1.4 N, 5 mm from flange",1,,0.0,23,sleeve bearing,7.0,
107,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01EBSL556,6,5480,20.8,4280,8.54,0.84,39,3.75,86,1.6,0.119,10.4,919,141,8.44,5.7,20,6,17.6,538,-30...+65,+85,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.012,1,80,420,"2.8 N, 5 mm from flange",1,,0.0,54,sleeve bearing,9.0,
108,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01EBSL619,12,5890,11.7,4240,10.3,0.542,36.9,1.91,85,6.28,0.413,19.3,494,160,8.36,4.98,20,6,15.3,538,-30...+65,+85,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.012,1,80,420,"2.8 N, 5 mm from flange",1,,0.0,54,sleeve bearing,9.0,
109,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01EBSL703,24,5090,4.62,3450,10.4,0.236,32.3,0.721,85,33.3,2.21,44.8,213,159,8.39,5.05,20,6,15.5,538,-30...+65,+85,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.012,1,80,420,"2.8 N, 5 mm from flange",1,,0.0,54,sleeve bearing,9.0,
110,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBSL529,6,7030,58.8,4980,11.3,1.49,42.4,5.39,77,1.11,0.0686,7.88,1210,171,9.09,5.07,20,6,15.6,538,-30...+85,+125,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.012,1,80,420,"2.8 N, 5 mm from flange",1,,0.0,54,sleeve bearing,9.0,
111,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBSL598,12,7140,29.5,5260,12.5,0.818,49.4,3.14,80,3.83,0.274,15.8,606,147,8.57,5.57,20,6,17.2,538,-30...+85,+125,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.012,1,80,420,"2.8 N, 5 mm from flange",1,,0.0,54,sleeve bearing,9.0,
112,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBSL665,24,7330,15.1,5350,11.8,0.397,44.6,1.45,80,16.6,1.05,30.8,310,167,8.2,4.69,20,6,14.3,538,-30...+85,+125,9000,"0.05 mm, at radial load < 0","0.15 mm, at radial load > 0",0.012,1,80,420,"2.8 N, 5 mm from flange",1,,0.0,54,sleeve bearing,9.0,
113,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01EBSL574,12,4460,27.1,3790,20.8,0.84,140,5.49,87,2.19,0.278,25.6,373,31.9,4.99,14.9,13.2,3.2,17.8,350,-30...+65,+85,6700,0.1 - 0.2,,0.012,1.7,80,1200,"5.5 N, 5 mm from flange",1,,0.0,120,sleeve bearing,13.0,
114,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01EBSL646,24,4370,13.2,3450,28.8,0.564,138,2.64,87,9.08,1.16,52.2,183,31.8,5.06,15.2,13.2,3.2,18.1,350,-30...+65,+85,6700,0.1 - 0.2,,0.012,1.7,80,1200,"5.5 N, 5 mm from flange",1,,0.0,120,sleeve bearing,13.0,
115,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01GBSL574,24,8920,53,8100,26.3,1.08,287,11.2,87,2.14,0.278,25.6,373,31.2,4.89,14.9,13.2,3.2,17.8,350,-30...+85,+100,11000,0.1 - 0.2,,0.012,1.7,80,1200,"5.5 N, 5 mm from flange",1,,0.0,120,sleeve bearing,13.0,
116,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max26/DC-MAX26S01GBSL646,48,8730,25.7,7840,28.3,0.567,278,5.31,87,9.04,1.16,52.2,183,31.6,5.04,15.2,13.2,3.2,18.1,350,-30...+85,+100,11000,0.1 - 0.2,,0.012,1.7,80,1200,"5.5 N, 5 mm from flange",1,,0.0,120,sleeve bearing,13.0,
117,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBKL570,3,17400,18.2,5950,0.332,0.228,0.524,0.336,60,8.92,0.0316,1.56,6130,35100,6.74,0.0183,105,20,1.96,79,-30...+85,+100,17300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.012,0.1,8.8,100,"0.6 N, 5 mm from flange",1,,0.0,2,Waelzlager,5.0,
118,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBKL611,4.5,17400,12.1,5740,0.326,0.149,0.507,0.217,59,20.8,0.0711,2.34,4090,36300,6.81,0.0179,105,20,1.9,79,-30...+85,+100,17300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.012,0.1,8.8,100,"0.6 N, 5 mm from flange",1,,0.0,2,Waelzlager,5.0,
119,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX6/DCX06M01EBKL640,6,17400,9.07,5700,0.325,0.111,0.503,0.161,59,37.2,0.126,3.12,3060,36600,6.81,0.0178,105,20,1.88,79,-30...+85,+100,17300,"0 mm, at radial load < 0.5","0.1 mm, at radial load > 0.5",0.012,0.1,8.8,100,"0.6 N, 5 mm from flange",1,,0.0,2,Waelzlager,5.0,
