Index,url,Absolute reduction,Max. efficiency (%),Width (mm),Weight (g),Outer diameter (mm)
333,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-C/GPX22CAKLSL06D6CPLW,66/10,90.0,19.9,45,22.0
334,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-C/GPX22CAKLSL0734CPLW,23566950/32110,66.0,43.0,89,22.0
335,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-C/GPX22CAKLSL1526CPLW,19837224/13000,66.0,43.0,89,22.0
336,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-C/GPX22CAKLSL16D0CPLW,5625/361,81.0,26.4,58,22.0
337,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-C/GPX22CAKLSL26D0CPLW,4950/190,81.0,26.4,58,22.0
338,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-C/GPX22CAKLSL44D0CPLW,4356/100,81.0,26.4,58,22.0
339,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-C/GPX22CAKLSL62D0CPLW,421875/6859,74.0,32.2,67,22.0
340,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-HP/GPX22HPKLSL0150CPLW,328509/2197,65.0,38.2,86,22.0
341,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-HP/GPX22HPKLSL0231CPLW,300564/1300,65.0,38.2,86,22.0
342,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-HP/GPX22HPKLSL0243CPLW,31640625/130321,55.0,44.0,95,22.0
343,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-HP/GPX22HPKLSL0734CPLW,23566950/32110,55.0,44.0,95,22.0
344,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-HP/GPX22HPKLSL1526CPLW,19837224/13000,55.0,44.0,95,22.0
345,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-HP/GPX22HPKLSL16D0CPLW,5625/361,75.0,31.7,73,22.0
346,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-HP/GPX22HPKLSL26D0CPLW,4950/190,75.0,31.7,73,22.0
347,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-HP/GPX22HPKLSL44D0CPLW,4356/100,75.0,31.7,73,22.0
348,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-HP/GPX22HPKLSL62D0CPLW,421875/6859,65.0,38.2,86,22.0
349,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-HS/GPX22HSKLSL03D9CPSC,75/19,85.0,30.8,65,22.0
350,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-HS/GPX22HSKLSL06D6CPSC,66/10,85.0,30.8,65,22.0
351,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-HS/GPX22HSKLSL16D0CPSC,5625/361,80.0,40.9,86,22.0
352,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-HS/GPX22HSKLSL26D0CPSC,4950/190,80.0,40.9,86,22.0
353,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-HS/GPX22HSKLSL44D0CPSC,4356/100,80.0,40.9,86,22.0
354,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-LN/GPX22LNKLSL0150CPLW,328509/2197,74.0,32.2,67,22.0
355,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-LN/GPX22LNKLSL0231CPLW,300564/1300,74.0,32.2,67,22.0
356,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-LN/GPX22LNKLSL0243CPLW,31640625/130321,66.0,43.0,89,22.0
357,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-LN/GPX22LNKLSL03D9CPLW,75/19,90.0,19.9,45,22.0
358,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-LN/GPX22LNKLSL06D6CPLW,66/10,90.0,19.9,45,22.0
359,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-LN/GPX22LNKLSL0734CPLW,23566950/32110,66.0,42.9,93,22.0
360,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-LN/GPX22LNKLSL1526CPLW,19837224/13000,66.0,42.9,93,22.0
361,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-LN/GPX22LNKLSL16D0CPLW,5625/361,81.0,26.4,58,22.0
362,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-LN/GPX22LNKLSL26D0CPLW,4950/190,81.0,26.4,58,22.0
363,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-LN/GPX22LNKLSL44D0CPLW,4356/100,81.0,26.4,58,22.0
364,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-LN/GPX22LNKLSL62D0CPLW,421875/6859,74.0,32.2,67,22.0
365,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-LZ/GPX22LZKLSL0150CPLW,328509/2197,74.0,32.2,67,22.0
366,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-LZ/GPX22LZKLSL0231CPLW,300564/1300,74.0,32.2,67,22.0
367,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-LZ/GPX22LZKLSL0243CPLW,31640625/130321,66.0,43.0,89,22.0
368,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-LZ/GPX22LZKLSL0734CPLW,23566950/32110,66.0,43.0,89,22.0
369,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-LZ/GPX22LZKLSL1526CPLW,19837224/13000,66.0,43.0,89,22.0
370,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-LZ/GPX22LZKLSL16D0CPLW,5625/361,81.0,26.4,58,22.0
371,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-LZ/GPX22LZKLSL26D0CPLW,4950/190,81.0,26.4,58,22.0
372,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-LZ/GPX22LZKLSL44D0CPLW,4356/100,81.0,26.4,58,22.0
373,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-LZ/GPX22LZKLSL62D0CPLW,421875/6859,74.0,32.2,67,22.0
374,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-M1/GPX22M1KLSL03D9CPSC,75/19,85.0,38.6,85,22.0
375,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-M1/GPX22M1KLSL05D3CPSC,69/13,85.0,38.6,85,22.0
376,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-M1/GPX22M1KLSL06D6CPSC,66/10,85.0,38.6,85,22.0
377,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-M1/GPX22M1KLSL16D0CPSC,5625/361,80.0,48.6,106,22.0
378,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-M1/GPX22M1KLSL26D0CPSC,4950/190,80.0,48.6,106,22.0
379,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-M1/GPX22M1KLSL44D0CPSC,4356/100,80.0,48.6,106,22.0
380,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-HP-STES/GPX22M2KLSL03D9CPLW,75/19,85.0,29.3,78,22.0
381,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-HP-STES/GPX22M2KLSL06D6CPLW,66/10,85.0,29.3,78,22.0
382,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-UP/GPX22UPKLSL0150CPLW,328509/2197,90.0,41.9,95,22.0
383,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-UP/GPX22UPKLSL0231CPLW,300564/1300,90.0,41.9,95,22.0
384,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-UP/GPX22UPKLSL0243CPLW,31640625/130321,87.0,51.9,115,22.0
385,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-1-Stufig-UP/GPX22UPKLSL03D9CPLW,75/19,96.0,21.6,56,22.0
386,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-UP/GPX22UPKLSL0734CPLW,23566950/32110,87.0,51.9,115,22.0
387,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-4-Stufig-UP/GPX22UPKLSL1526CPLW,19837224/13000,87.0,51.9,115,22.0
388,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-UP/GPX22UPKLSL16D0CPLW,5625/361,93.0,31.7,78,22.0
389,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-UP/GPX22UPKLSL26D0CPLW,4950/190,93.0,31.7,78,22.0
390,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-2-Stufig-UP/GPX22UPKLSL35D0CPLW,4554/130,93.0,31.7,78,22.0
391,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX22/GPX22-3-Stufig-UP/GPX22UPKLSL62D0CPLW,421875/6859,90.0,41.9,95,22.0
392,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-A/GPX26AAKLSL0150CPLW,328509/2197,75.0,35.5,105,26.0
393,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-A/GPX26AAKLSL0231CPLW,300564/1300,75.0,35.5,105,26.0
394,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-1-Stufig-A/GPX26AAKLSL03D9CPLW,75/19,90.0,21.3,75,26.0
395,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-1-Stufig-A/GPX26AAKLSL05D3CPLW,69/13,90.0,21.3,75,26.0
396,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-A/GPX26AAKLSL16D0CPLW,5625/361,78.0,30.2,95,26.0
397,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-A/GPX26AAKLSL26D0CPLW,4950/190,78.0,30.2,95,26.0
398,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-A/GPX26AAKLSL35D0CPLW,4554/130,78.0,30.2,95,26.0
399,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-A/GPX26AAKLSL62D0CPLW,421875/6859,75.0,35.5,105,26.0
400,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-C/GPX26CAKLSL0150CPLW,328509/2197,75.0,35.5,105,26.0
401,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-C/GPX26CAKLSL0231CPLW,300564/1300,75.0,35.5,105,26.0
402,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-1-Stufig-C/GPX26CAKLSL03D9CPLW,75/19,90.0,21.3,75,26.0
403,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-1-Stufig-C/GPX26CAKLSL05D3CPLW,69/13,90.0,21.3,75,26.0
404,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-C/GPX26CAKLSL16D0CPLW,5625/361,78.0,30.2,95,26.0
405,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-C/GPX26CAKLSL26D0CPLW,4950/190,78.0,30.2,95,26.0
406,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-C/GPX26CAKLSL35D0CPLW,4554/130,78.0,30.2,95,26.0
407,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-C/GPX26CAKLSL62D0CPLW,421875/6859,75.0,35.5,105,26.0
408,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-HP/GPX26HPKLSL0150CPLW,328509/2197,65.0,47.1,144,26.0
409,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-HP/GPX26HPKLSL0231CPLW,300564/1300,65.0,47.1,144,26.0
410,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-4-Stufig-HP/GPX26HPKLSL0243CPLW,31640625/130321,55.0,52.4,153,26.0
411,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-4-Stufig-HP/GPX26HPKLSL0734CPLW,23566950/32110,55.0,52.4,153,26.0
412,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-4-Stufig-HP/GPX26HPKLSL1526CPLW,19837224/13000,55.0,52.4,153,26.0
413,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-HP/GPX26HPKLSL16D0CPLW,5625/361,75.0,38.2,122,26.0
414,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-HP/GPX26HPKLSL26D0CPLW,4950/190,75.0,38.2,122,26.0
415,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-HP/GPX26HPKLSL35D0CPLW,4554/130,75.0,38.2,122,26.0
416,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-HP/GPX26HPKLSL62D0CPLW,421875/6859,65.0,47.1,144,26.0
417,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-LN/GPX26LNKLSL0150CPLW,328509/2197,75.0,35.5,105,26.0
418,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-LN/GPX26LNKLSL0231CPLW,300564/1300,75.0,35.5,105,26.0
419,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-1-Stufig-LN/GPX26LNKLSL03D9CPLW,75/19,90.0,21.3,75,26.0
420,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-1-Stufig-LN/GPX26LNKLSL05D3CPLW,69/13,90.0,21.3,75,26.0
421,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-LN/GPX26LNKLSL16D0CPLW,5625/361,78.0,30.2,95,26.0
422,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-LN/GPX26LNKLSL26D0CPLW,4950/190,78.0,30.2,95,26.0
423,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-LN/GPX26LNKLSL35D0CPLW,4554/130,78.0,30.2,95,26.0
424,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-LN/GPX26LNKLSL62D0CPLW,421875/6859,75.0,35.5,105,26.0
425,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-LZ/GPX26LZKLSL0150CPLW,328509/2197,75.0,35.5,105,26.0
426,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-LZ/GPX26LZKLSL0231CPLW,300564/1300,75.0,35.5,105,26.0
427,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-LZ/GPX26LZKLSL16D0CPLW,5625/361,78.0,30.2,95,26.0
428,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-LZ/GPX26LZKLSL26D0CPLW,4950/190,78.0,30.2,95,26.0
429,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-2-Stufig-LZ/GPX26LZKLSL35D0CPLW,4554/130,78.0,30.2,95,26.0
430,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX26/GPX26-3-Stufig-LZ/GPX26LZKLSL62D0CPLW,421875/6859,75.0,35.5,105,26.0
431,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-A/GPX32AAKLSL0150CPLW,328509/2197,75.0,43.9,230,32.0
432,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-A/GPX32AAKLSL0231CPLW,300564/1300,75.0,43.9,230,32.0
433,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-1-Stufig-A/GPX32AAKLSL03D9CPLW,75/19,90.0,26.7,140,32.0
434,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-1-Stufig-A/GPX32AAKLSL05D3CPLW,69/13,90.0,26.7,140,32.0
435,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-A/GPX32AAKLSL16D0CPLW,5625/361,78.0,36.3,185,32.0
436,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-A/GPX32AAKLSL26D0CPLW,4950/190,78.0,36.3,185,32.0
437,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-A/GPX32AAKLSL35D0CPLW,4554/130,78.0,36.3,185,32.0
438,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-A/GPX32AAKLSL62D0CPLW,421875/6859,75.0,43.9,230,32.0
439,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-C/GPX32CAKLSL0150CPLW,328509/2197,75.0,43.9,230,32.0
440,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-C/GPX32CAKLSL0231CPLW,300564/1300,75.0,43.9,230,32.0
441,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-1-Stufig-C/GPX32CAKLSL03D9CPLW,75/19,90.0,26.7,140,32.0
442,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-1-Stufig-C/GPX32CAKLSL05D3CPLW,69/13,90.0,26.7,140,32.0
443,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-C/GPX32CAKLSL16D0CPLW,5625/361,78.0,36.3,185,32.0
444,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-C/GPX32CAKLSL26D0CPLW,4950/190,78.0,36.3,185,32.0
445,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-C/GPX32CAKLSL35D0CPLW,4554/130,78.0,36.3,185,32.0
446,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-C/GPX32CAKLSL62D0CPLW,421875/6859,75.0,43.9,230,32.0
447,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-HP/GPX32HPKLSL0150CPLW,328509/2197,65.0,55.9,279,32.0
448,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-HP/GPX32HPKLSL0231CPLW,300564/1300,65.0,55.9,279,32.0
449,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-4-Stufig-HP/GPX32HPKLSL0243CPLW,31640625/130321,55.0,63.5,285,32.0
450,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-4-Stufig-HP/GPX32HPKLSL0734CPLW,23566950/32110,55.0,63.5,285,32.0
451,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-4-Stufig-HP/GPX32HPKLSL1526CPLW,19837224/13000,55.0,63.5,285,32.0
452,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-HP/GPX32HPKLSL16D0CPLW,5625/361,76.0,46.3,236,32.0
453,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-HP/GPX32HPKLSL26D0CPLW,4950/190,76.0,46.3,236,32.0
454,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-HP/GPX32HPKLSL35D0CPLW,4554/130,76.0,46.3,236,32.0
455,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-HP/GPX32HPKLSL62D0CPLW,421875/6859,65.0,55.9,279,32.0
456,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-LN/GPX32LNKLSL0150CPLW,328509/2197,75.0,43.9,230,32.0
457,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-LN/GPX32LNKLSL0231CPLW,300564/1300,75.0,43.9,230,32.0
458,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-1-Stufig-LN/GPX32LNKLSL03D9CPLW,75/19,90.0,26.7,140,32.0
459,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-1-Stufig-LN/GPX32LNKLSL05D3CPLW,69/13,90.0,26.7,140,32.0
460,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-LN/GPX32LNKLSL16D0CPLW,5625/361,78.0,36.3,185,32.0
461,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-LN/GPX32LNKLSL26D0CPLW,4950/190,78.0,36.3,185,32.0
462,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-LN/GPX32LNKLSL35D0CPLW,4554/130,78.0,36.3,185,32.0
463,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-LN/GPX32LNKLSL62D0CPLW,421875/6859,75.0,43.9,230,32.0
464,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-LZ/GPX32LZKLSL0150CPLW,328509/2197,75.0,43.9,230,32.0
465,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-LZ/GPX32LZKLSL0231CPLW,300564/1300,75.0,43.9,230,32.0
466,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-LZ/GPX32LZKLSL16D0CPLW,5625/361,78.0,36.3,185,32.0
467,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-LZ/GPX32LZKLSL26D0CPLW,4950/190,78.0,36.3,185,32.0
468,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-LZ/GPX32LZKLSL35D0CPLW,4554/130,78.0,36.3,185,32.0
469,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-LZ/GPX32LZKLSL62D0CPLW,421875/6859,75.0,43.9,230,32.0
470,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-UP/GPX32UPKLSL0150CPLW,328509/2197,90.0,61.3,293,32.0
471,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-UP/GPX32UPKLSL0231CPLW,300564/1300,90.0,61.3,293,32.0
472,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-4-Stufig-UP/GPX32UPKLSL0243CPLW,31640625/130321,87.0,76.2,357,32.0
473,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-1-Stufig-UP/GPX32UPKLSL03D9CPLW,75/19,96.0,31.5,169,32.0
474,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-1-Stufig-UP/GPX32UPKLSL05D3CPLW,69/13,96.0,31.5,169,32.0
475,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-4-Stufig-UP/GPX32UPKLSL0734CPLW,23566950/32110,87.0,76.2,357,32.0
476,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-4-Stufig-UP/GPX32UPKLSL1526CPLW,19837224/13000,87.0,76.2,357,32.0
477,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-UP/GPX32UPKLSL16D0CPLW,5625/361,93.0,46.3,237,32.0
478,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-UP/GPX32UPKLSL26D0CPLW,4950/190,93.0,46.3,237,32.0
479,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-2-Stufig-UP/GPX32UPKLSL35D0CPLW,4554/130,93.0,46.3,237,32.0
480,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX32/GPX32-3-Stufig-UP/GPX32UPKLSL62D0CPLW,421875/6859,90.0,61.3,293,32.0
481,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX37/GPX37-3-Stufig-A/GPX37AAKLSL0150CPLW,328509/2197,75.0,52.9,410,37.0
482,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX37/GPX37-3-Stufig-A/GPX37AAKLSL0231CPLW,300564/1300,75.0,52.9,410,37.0
483,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX37/GPX37-1-Stufig-A/GPX37AAKLSL03D9CPLW,75/19,90.0,35.4,230,37.0
484,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX37/GPX37-2-Stufig-A/GPX37AAKLSL16D0CPLW,5625/361,80.0,48.3,310,37.0
485,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX37/GPX37-2-Stufig-A/GPX37AAKLSL26D0CPLW,4950/190,80.0,48.3,310,37.0
486,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX37/GPX37-3-Stufig-A/GPX37AAKLSL62D0CPLW,421875/6859,75.0,52.9,410,37.0
487,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX37/GPX37-3-Stufig-LN/GPX37LNKLSL0150CPLW,328509/2197,75.0,52.9,410,37.0
