index,url,Nominal voltage,No load speed,No load current,Nominal speed,Nominal torque (max. continuous torque),Nominal current (max. continuous current),Stall torque,Stall current,Max. efficiency,Terminal resistance,Terminal inductance,Torque constant,Speed constant,Speed / torque gradient,Mechanical time constant,Rotor inertia,Thermal resistance housing-ambient,Thermal resistance winding-housing,Thermal time constant winding,Thermal time constant motor,Ambient temperature,Max. winding temperature,Max. speed,Axial play,,Radial play,Max. axial load (dynamic),Max. force for press fits (static),"(static, shaft supported)",Max. radial load,Number of pole pairs,Number of phases,Number of autoclave cycles,Weight,Bearing type,Number of commutator segments,Protection
637,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y479B,24 V,10300 rpm,129 mA,8850 rpm,48.1 mNm,2.13 A,509 mNm,31.1 A,87 %,0.771 Ω,0.49 mH,22 mNm/A,434 rpm/V,15.2 rpm/mNm,0.487 ms,3.06 gcm²,13.4 K/W,3.8 K/W,22.5 s,757 s,-40...+100 °C,+155 °C,11000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"29 N, 5 mm from flange ",4 ,3 ,0 ,113 g,Kugellager ,N/A,N/A
638,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y516A,36 V,10700 rpm,90.7 mA,9190 rpm,45.2 mNm,1.39 A,493 mNm,20.2 A,87 %,1.78 Ω,1.03 mH,31.9 mNm/A,299 rpm/V,16.7 rpm/mNm,0.535 ms,3.06 gcm²,13.4 K/W,3.8 K/W,20.5 s,757 s,-40...+100 °C,+155 °C,11000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"29 N, 5 mm from flange ",4 ,3 ,0 ,113 g,Kugellager ,N/A,N/A
639,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y516B,36 V,10700 rpm,90.7 mA,9190 rpm,45.2 mNm,1.39 A,493 mNm,20.2 A,87 %,1.78 Ω,1.03 mH,31.9 mNm/A,299 rpm/V,16.7 rpm/mNm,0.535 ms,3.06 gcm²,13.4 K/W,3.8 K/W,20.5 s,757 s,-40...+100 °C,+155 °C,11000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"29 N, 5 mm from flange ",4 ,3 ,0 ,113 g,Kugellager ,N/A,N/A
640,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22L4ZF46C4IL1Y543B,48 V,10900 rpm,69.9 mA,9380 rpm,48.8 mNm,1.14 A,539 mNm,18.3 A,88 %,2.62 Ω,1.77 mH,41.8 mNm/A,228 rpm/V,14.3 rpm/mNm,0.459 ms,3.06 gcm²,13.4 K/W,3.8 K/W,24 s,757 s,-40...+100 °C,+155 °C,11000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"29 N, 5 mm from flange ",4 ,3 ,0 ,113 g,Kugellager ,N/A,N/A
641,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y450B,12 V,12700 rpm,220 mA,10700 rpm,29.1 mNm,3.18 A,222 mNm,40.1 A,86 %,0.299 Ω,0.154 mH,8.88 mNm/A,1080 rpm/V,36.2 rpm/mNm,0.652 ms,1.72 gcm²,15.7 K/W,4.48 K/W,13 s,644 s,-40...+100 °C,+155 °C,16000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"22 N, 5 mm from flange ",4 ,3 ,N/A,82 g,Kugellager ,N/A,N/A
642,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y479A,18 V,14300 rpm,175 mA,12200 rpm,29.4 mNm,2.41 A,245 mNm,37 A,87 %,0.486 Ω,0.274 mH,11.8 mNm/A,806 rpm/V,33.1 rpm/mNm,0.596 ms,1.72 gcm²,15.7 K/W,4.48 K/W,15.5 s,644 s,-40...+100 °C,+155 °C,16000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"22 N, 5 mm from flange ",4 ,3 ,0 ,82 g,Kugellager ,N/A,N/A
643,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y479B,18 V,14300 rpm,175 mA,12200 rpm,29.4 mNm,2.41 A,245 mNm,37 A,87 %,0.486 Ω,0.274 mH,11.8 mNm/A,806 rpm/V,33.1 rpm/mNm,0.596 ms,1.72 gcm²,15.7 K/W,4.48 K/W,15.5 s,644 s,-40...+100 °C,+155 °C,16000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"22 N, 5 mm from flange ",4 ,3 ,N/A,82 g,Kugellager ,N/A,N/A
644,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y501B,24 V,15300 rpm,145 mA,13100 rpm,28.5 mNm,1.88 A,253 mNm,31.5 A,87 %,0.763 Ω,0.428 mH,14.8 mNm/A,645 rpm/V,33.3 rpm/mNm,0.599 ms,1.72 gcm²,15.7 K/W,4.48 K/W,15.4 s,644 s,-40...+100 °C,+155 °C,16000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"22 N, 5 mm from flange ",4 ,3 ,N/A,82 g,Kugellager ,N/A,N/A
645,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y543A,36 V,15100 rpm,94.8 mA,12900 rpm,29.7 mNm,1.28 A,260 mNm,22 A,87 %,1.64 Ω,0.988 mH,22.5 mNm/A,424 rpm/V,30.9 rpm/mNm,0.557 ms,1.72 gcm²,15.7 K/W,4.48 K/W,16.5 s,644 s,-40...+100 °C,+155 °C,16000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"22 N, 5 mm from flange ",4 ,3 ,0 ,82 g,Kugellager ,N/A,N/A
646,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y543B,36 V,15100 rpm,94.8 mA,12900 rpm,29.7 mNm,1.28 A,260 mNm,22 A,87 %,1.64 Ω,0.988 mH,22.5 mNm/A,424 rpm/V,30.9 rpm/mNm,0.557 ms,1.72 gcm²,15.7 K/W,4.48 K/W,16.5 s,644 s,-40...+100 °C,+155 °C,16000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"22 N, 5 mm from flange ",4 ,3 ,N/A,82 g,Kugellager ,N/A,N/A
647,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22M4ZF46C4IL1Y587B,48 V,13000 rpm,56.5 mA,10900 rpm,32.8 mNm,0.896 A,255 mNm,13.6 A,87 %,3.54 Ω,2.38 mH,34.9 mNm/A,273 rpm/V,27.7 rpm/mNm,0.499 ms,1.72 gcm²,15.7 K/W,4.48 K/W,18 s,644 s,-40...+100 °C,+155 °C,16000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1890 N,"22 N, 5 mm from flange ",4 ,3 ,N/A,82 g,Kugellager ,N/A,N/A
648,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y399B,12 V,6690 rpm,224 mA,5620 rpm,68.7 mNm,4.01 A,534 mNm,39.4 A,85 %,0.305 Ω,0.162 mH,17 mNm/A,563 rpm/V,10.1 rpm/mNm,0.527 ms,4.97 gcm²,10.9 K/W,2.46 K/W,20.2 s,883 s,-40...+100 °C,+155 °C,8000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1200 N,"33 N, 5 mm from flange ",4 ,3 ,0 ,162 g,Kugellager ,N/A,N/A
649,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y450A,18 V,6030 rpm,129 mA,5000 rpm,74.1 mNm,2.57 A,537 mNm,23.8 A,86 %,0.755 Ω,0.449 mH,28.3 mNm/A,338 rpm/V,9.02 rpm/mNm,0.47 ms,4.97 gcm²,10.9 K/W,2.46 K/W,21.3 s,883 s,-40...+100 °C,+155 °C,8000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1200 N,"33 N, 5 mm from flange ",4 ,3 ,0 ,162 g,Kugellager ,N/A,N/A
650,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y450B,18 V,6030 rpm,129 mA,5000 rpm,74.1 mNm,2.57 A,537 mNm,23.8 A,86 %,0.755 Ω,0.449 mH,28.3 mNm/A,338 rpm/V,9.02 rpm/mNm,0.47 ms,4.97 gcm²,10.9 K/W,2.46 K/W,21.3 s,883 s,-40...+100 °C,+155 °C,8000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1200 N,"33 N, 5 mm from flange ",4 ,3 ,0 ,162 g,Kugellager ,N/A,N/A
651,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y479B,24 V,6030 rpm,96.8 mA,5010 rpm,77.9 mNm,2.01 A,571 mNm,19.7 A,86 %,1.22 Ω,0.798 mH,37.7 mNm/A,253 rpm/V,8.17 rpm/mNm,0.425 ms,4.97 gcm²,10.9 K/W,2.46 K/W,23.1 s,883 s,-40...+100 °C,+155 °C,8000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1200 N,"33 N, 5 mm from flange ",4 ,3 ,0 ,162 g,Kugellager ,N/A,N/A
652,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y516A,36 V,6230 rpm,67.6 mA,5190 rpm,73.2 mNm,1.31 A,544 mNm,12.6 A,86 %,2.86 Ω,1.68 mH,54.6 mNm/A,175 rpm/V,9.16 rpm/mNm,0.477 ms,4.97 gcm²,10.9 K/W,2.46 K/W,21 s,883 s,-40...+100 °C,+155 °C,8000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1200 N,"33 N, 5 mm from flange ",4 ,3 ,0 ,162 g,Kugellager ,N/A,N/A
653,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y516B,36 V,6230 rpm,67.6 mA,5190 rpm,73.2 mNm,1.31 A,544 mNm,12.6 A,86 %,2.86 Ω,1.68 mH,54.6 mNm/A,175 rpm/V,9.16 rpm/mNm,0.477 ms,4.97 gcm²,10.9 K/W,2.46 K/W,21 s,883 s,-40...+100 °C,+155 °C,8000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1200 N,"33 N, 5 mm from flange ",4 ,3 ,0 ,162 g,Kugellager ,N/A,N/A
654,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-TORQUE/ECXI22U4ZF46C4IL1Y543B,48 V,6350 rpm,52 mA,5320 rpm,79.1 mNm,1.07 A,603 mNm,11.4 A,87 %,4.21 Ω,2.88 mH,71.6 mNm/A,133 rpm/V,7.84 rpm/mNm,0.408 ms,4.97 gcm²,10.9 K/W,2.46 K/W,24.5 s,883 s,-40...+100 °C,+155 °C,8000 rpm,"0 mm, at radial load < 4 N ","0.24 mm, at radial load > 4 N ",0.025 mm,4 N,110 N,1200 N,"33 N, 5 mm from flange ",4 ,3 ,0 ,162 g,Kugellager ,N/A,N/A
655,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04L1KF50N1IL1D456B,3 V,40800 rpm,55.6 mA,23200 rpm,0.34 mNm,0.549 A,0.83 mNm,1.24 A,63 %,2.42 Ω,0.0458 mH,0.67 mNm/A,14300 rpm/V,51500 rpm/mNm,0.889 ms,0.00165 gcm²,84 K/W,16.7 K/W,1.51 s,76.4 s,-20...+80 °C,+125 °C,50000 rpm,"0.04 mm, at radial load < 0 N ","0.06 mm, at radial load > 0 N ",0.012 mm,0.1 N,5 N,10 N,"0.2 N, 2 mm from flange ",1 ,3 ,0 ,2 g,ball bearings ,N/A,N/A
656,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04L1KF50N1IL1D554B,6 V,30500 rpm,18.9 mA,13500 rpm,0.344 mNm,0.207 A,0.651 mNm,0.366 A,61 %,16.4 Ω,0.323 mH,1.78 mNm/A,5360 rpm/V,49400 rpm/mNm,0.853 ms,0.00165 gcm²,84 K/W,16.7 K/W,1.53 s,76.4 s,-20...+80 °C,+125 °C,50000 rpm,"0.04 mm, at radial load < 0 N ","0.06 mm, at radial load > 0 N ",0.012 mm,0.1 N,5 N,10 N,"0.2 N, 2 mm from flange ",1 ,3 ,0 ,2 g,ball bearings ,N/A,N/A
657,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04M1KF50N1IL1D524B,3 V,35300 rpm,28.8 mA,12100 rpm,0.229 mNm,0.322 A,0.367 mNm,0.481 A,58 %,6.23 Ω,0.0749 mH,0.763 mNm/A,12500 rpm/V,102000 rpm/mNm,1.19 ms,0.00111 gcm²,96.7 K/W,15.2 K/W,0.923 s,58.5 s,-20...+80 °C,+125 °C,50000 rpm,"0.04 mm, at radial load < 0 N ","0.06 mm, at radial load > 0 N ",0.012 mm,0.1 N,5 N,10 N,"0.2 N, 2 mm from flange ",1 ,3 ,N/A,1 g,ball bearings ,N/A,N/A
658,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX04-SPEED/ECXZ04M1KF50N1IL1D591B,6 V,35400 rpm,14.4 mA,13400 rpm,0.239 mNm,0.167 A,0.403 mNm,0.264 A,60 %,22.8 Ω,0.285 mH,1.53 mNm/A,6240 rpm/V,92900 rpm/mNm,1.08 ms,0.00111 gcm²,96.7 K/W,15.2 K/W,0.956 s,58.5 s,-20...+80 °C,+125 °C,50000 rpm,"0.04 mm, at radial load < 0 N ","0.06 mm, at radial load > 0 N ",0.012 mm,0.1 N,5 N,10 N,"0.2 N, 2 mm from flange ",1 ,3 ,N/A,1 g,ball bearings ,N/A,N/A
659,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D436B,3 V,74700 rpm,149 mA,54900 rpm,0.412 mNm,1.24 A,1.62 mNm,4.38 A,67 %,0.686 Ω,0.00529 mH,0.37 mNm/A,25800 rpm/V,47800 rpm/mNm,3.52 ms,0.00703 gcm²,65.8 K/W,13.2 K/W,1.34 s,70.4 s,-20...+100 °C,+125 °C,100000 rpm,"0 mm, at radial load < 0.15 N ","0.07 mm, at radial load > 0.15 N ",0.01 mm,0.1 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,3 g,ball bearings ,N/A,N/A
660,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D523B,6 V,62700 rpm,58.9 mA,45400 rpm,0.411 mNm,0.517 A,1.55 mNm,1.76 A,68 %,3.41 Ω,0.0301 mH,0.882 mNm/A,10800 rpm/V,41800 rpm/mNm,3.08 ms,0.00703 gcm²,65.8 K/W,13.2 K/W,1.31 s,70.4 s,-20...+100 °C,+125 °C,100000 rpm,"0 mm, at radial load < 0.15 N ","0.07 mm, at radial load > 0.15 N ",0.01 mm,0.1 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,3 g,ball bearings ,N/A,N/A
661,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1KF44N1IL1D591B,12 V,63400 rpm,29.8 mA,47000 rpm,0.425 mNm,0.268 A,1.71 mNm,0.977 A,69 %,12.3 Ω,0.118 mH,1.75 mNm/A,5460 rpm/V,38300 rpm/mNm,2.82 ms,0.00703 gcm²,65.8 K/W,13.2 K/W,1.4 s,70.4 s,-20...+100 °C,+125 °C,100000 rpm,"0 mm, at radial load < 0.15 N ","0.07 mm, at radial load > 0.15 N ",0.01 mm,0.1 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,3 g,ball bearings ,N/A,N/A
662,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1VF44N1IL1D564B,6 V,44200 rpm,46.5 mA,25700 rpm,0.334 mNm,0.314 A,0.839 mNm,0.695 A,56 %,8.64 Ω,0.0652 mH,1.21 mNm/A,7900 rpm/V,56500 rpm/mNm,4.16 ms,0.00703 gcm²,67.1 K/W,16.8 K/W,1.69 s,71.8 s,-20...+100 °C,+125 °C,100000 rpm,"0 mm, at radial load < 0.15 N ","0.07 mm, at radial load > 0.15 N ",0.01 mm,0.1 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,3 g,ball bearings ,N/A,N/A
663,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX/ECX-SPEED/ECX06-SPEED/ECXZ06M1VF44N1IL1D659B,12 V,33500 rpm,16.3 mA,14000 rpm,0.32 mNm,0.116 A,0.588 mNm,0.188 A,51 %,63.8 Ω,0.436 mH,3.12 mNm/A,3060 rpm/V,62400 rpm/mNm,4.59 ms,0.00703 gcm²,67.1 K/W,16.8 K/W,1.55 s,71.8 s,-20...+100 °C,+125 °C,100000 rpm,"0 mm, at radial load < 0.15 N ","0.07 mm, at radial load > 0.15 N ",0.01 mm,0.1 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,3 g,ball bearings ,N/A,N/A
664,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D509B,6 V,35500 rpm,128 mA,26700 rpm,1.23 mNm,0.902 A,5.18 mNm,3.34 A,66 %,1.8 Ω,0.0264 mH,1.55 mNm/A,6160 rpm/V,7130 rpm/mNm,1.86 ms,0.025 gcm²,51.2 K/W,4.11 K/W,0.988 s,154 s,-20...+85 °C,+125 °C,50000 rpm,"0 mm, at radial load < 0.3 N ","0.07 mm, at radial load > 0.3 N ",0 mm,0.2 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,6 g,ball bearings ,N/A,N/A
665,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D569B,9 V,29100 rpm,63.4 mA,21200 rpm,1.26 mNm,0.497 A,4.83 mNm,1.7 A,66 %,5.3 Ω,0.0888 mH,2.84 mNm/A,3360 rpm/V,6260 rpm/mNm,1.64 ms,0.025 gcm²,51.2 K/W,3.92 K/W,0.943 s,154 s,-20...+85 °C,+125 °C,50000 rpm,"0 mm, at radial load < 0.3 N ","0.07 mm, at radial load > 0.3 N ",0 mm,0.2 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,6 g,ball bearings ,N/A,N/A
666,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1KF50N1IL1D593B,12 V,30500 rpm,50.9 mA,22800 rpm,1.26 mNm,0.39 A,5.18 mNm,1.43 A,67 %,8.38 Ω,0.144 mH,3.62 mNm/A,2640 rpm/V,6110 rpm/mNm,1.6 ms,0.025 gcm²,51.2 K/W,3.84 K/W,0.965 s,154 s,-20...+85 °C,+125 °C,50000 rpm,"0 mm, at radial load < 0.3 N ","0.07 mm, at radial load > 0.3 N ",0 mm,0.2 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,6 g,ball bearings ,N/A,N/A
667,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D527B,6 V,35400 rpm,105 mA,24200 rpm,0.917 mNm,0.687 A,3.04 mNm,1.98 A,60 %,3.02 Ω,0.039 mH,1.53 mNm/A,6230 rpm/V,12300 rpm/mNm,3.21 ms,0.024961 gcm²,51.2 K/W,3.5 K/W,0.832 s,154 s,-20...+85 °C,+125 °C,50000 rpm,"0 mm, at radial load < 0.3 N ","0.07 mm, at radial load > 0.3 N ",0 mm,0.2 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,6 g,ball bearings ,N/A,N/A
668,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D577B,12 V,43300 rpm,69 mA,33100 rpm,0.874 mNm,0.406 A,3.88 mNm,1.54 A,63 %,7.8 Ω,0.106 mH,2.52 mNm/A,3780 rpm/V,11700 rpm/mNm,3.06 ms,0.024961 gcm²,51.2 K/W,3.5 K/W,0.811 s,154 s,-20...+85 °C,+125 °C,50000 rpm,"0 mm, at radial load < 0.3 N ","0.07 mm, at radial load > 0.3 N ",0 mm,0.2 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,6 g,ball bearings ,N/A,N/A
669,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX08-SPEED/ECXZ08M1VF44N1IL1D649B,24 V,42200 rpm,33.2 mA,32300 rpm,0.877 mNm,0.198 A,3.92 mNm,0.755 A,64 %,31.8 Ω,0.447 mH,5.19 mNm/A,1840 rpm/V,11300 rpm/mNm,2.95 ms,0.024961 gcm²,51.2 K/W,3.5 K/W,0.812 s,154 s,-20...+85 °C,+125 °C,50000 rpm,"0 mm, at radial load < 0.3 N ","0.07 mm, at radial load > 0.3 N ",0 mm,0.2 N,10 N,110 N,"2 N, 2 mm from flange ",1 ,3 ,0 ,6 g,ball bearings ,N/A,N/A
670,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D419B,18 V,67300 rpm,113 mA,62700 rpm,8.34 mNm,3.35 A,143 mNm,56 A,92 %,0.321 Ω,0.0166 mH,2.55 mNm/A,3750 rpm/V,472 rpm/mNm,1.72 ms,0.349 gcm²,19.5 K/W,1.6 K/W,1.95 s,329 s,-20...+100 °C,+155 °C,70000 rpm,"0 mm, at radial load < 1.5 N ","0.28 mm, at radial load > 1.5 N ",0 mm,1.5 N,50 N,1500 N,"6 N, 5 mm from flange ",1 ,3 ,2000 ,34 g,Kugellager ,N/A,N/A
671,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D450B,24 V,65800 rpm,82.2 mA,61600 rpm,8.58 mNm,2.52 A,157 mNm,45.1 A,92 %,0.532 Ω,0.0309 mH,3.48 mNm/A,2750 rpm/V,421 rpm/mNm,1.54 ms,0.349 gcm²,19.5 K/W,1.6 K/W,1.95 s,329 s,-20...+100 °C,+155 °C,70000 rpm,"0 mm, at radial load < 1.5 N ","0.28 mm, at radial load > 1.5 N ",0 mm,1.5 N,50 N,1500 N,"6 N, 5 mm from flange ",1 ,3 ,2000 ,34 g,Kugellager ,N/A,N/A
672,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D488B,36 V,67300 rpm,56.6 mA,63200 rpm,8.27 mNm,1.66 A,160 mNm,31.4 A,92 %,1.15 Ω,0.0664 mH,5.1 mNm/A,1870 rpm/V,421 rpm/mNm,1.54 ms,0.349 gcm²,19.5 K/W,1.6 K/W,1.91 s,329 s,-20...+100 °C,+155 °C,70000 rpm,"0 mm, at radial load < 1.5 N ","0.28 mm, at radial load > 1.5 N ",0 mm,1.5 N,50 N,1500 N,"6 N, 5 mm from flange ",1 ,3 ,2000 ,34 g,Kugellager ,N/A,N/A
673,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1KN50N1IL1D526B,48 V,61700 rpm,37.4 mA,57600 rpm,8.5 mNm,1.17 A,151 mNm,20.4 A,92 %,2.36 Ω,0.141 mH,7.42 mNm/A,1290 rpm/V,409 rpm/mNm,1.5 ms,0.349 gcm²,19.5 K/W,1.6 K/W,1.87 s,329 s,-20...+100 °C,+155 °C,70000 rpm,"0 mm, at radial load < 1.5 N ","0.28 mm, at radial load > 1.5 N ",0 mm,1.5 N,50 N,1500 N,"6 N, 5 mm from flange ",1 ,3 ,2000 ,34 g,Kugellager ,N/A,N/A
674,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D484A,18 V,41900 rpm,169 mA,37500 rpm,5.16 mNm,1.42 A,51.3 mNm,12.7 A,79 %,1.42 Ω,0.0453 mH,4.04 mNm/A,2360 rpm/V,830 rpm/mNm,3.25 ms,0.374 gcm²,19.5 K/W,2 K/W,1.96 s,328 s,-20...+100 °C,+155 °C,50000 rpm,"0 mm, at radial load < 1.5 N ","0.28 mm, at radial load > 1.5 N ",0 mm,1.5 N,50 N,1500 N,"6 N, 5 mm from flange ",1 ,3 ,0 ,34 g,Kugellager ,N/A,N/A
675,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D484B,18 V,41900 rpm,169 mA,37500 rpm,5.16 mNm,1.42 A,51.3 mNm,12.7 A,79 %,1.42 Ω,0.0453 mH,4.04 mNm/A,2360 rpm/V,830 rpm/mNm,3.25 ms,0.374 gcm²,19.5 K/W,2 K/W,1.96 s,328 s,-20...+100 °C,+155 °C,50000 rpm,"0 mm, at radial load < 1.5 N ","0.28 mm, at radial load > 1.5 N ",0 mm,1.5 N,50 N,1500 N,"6 N, 5 mm from flange ",1 ,3 ,2000 ,34 g,Kugellager ,N/A,N/A
676,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX13-SPEED/ECXZ13L1VF50N1IL1D511A,24 V,42800 rpm,130 mA,38600 rpm,5.41 mNm,1.14 A,58.9 mNm,11.1 A,80 %,2.16 Ω,0.0776 mH,5.29 mNm/A,1800 rpm/V,736 rpm/mNm,2.88 ms,0.374 gcm²,19.5 K/W,2 K/W,2.15 s,328 s,-20...+100 °C,+155 °C,50000 rpm,"0 mm, at radial load < 1.5 N ","0.28 mm, at radial load > 1.5 N ",0 mm,1.5 N,50 N,1500 N,"6 N, 5 mm from flange ",1 ,3 ,0 ,34 g,Kugellager ,N/A,N/A
