index,url,Gearhead type,Version,Reduction,Absolute reduction,Number of stages,Max. continuous torque,Max. intermittent torque,"Direction of rotation, drive to output",Max. efficiency,Gearhead length (L1),Bearing at output,Max. radial load,Max. axial load (dynamic),Max. continuous input speed,Max. intermittent input speed,Recommended temperature range,Weight,Outer diameter,Average backlash no load,Max. motor shaft diameter,Mass inertia,Max. transmittable power (continuous),Max. transmittable power (intermittent),Radial play,Axial play,Max. force for press fits,Extended temperature range,Number of autoclave cycles,Max. feed velocity,Max. feed force continuous,Max. feed force intermittent,Mechanical positioning accuracy,Spindle length,Axial play of the nut
1269,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526110,GP ,Heavy Duty ,1414 : 1 ,2425488/1715 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,6 mm,1.5 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",max. 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1270,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526111,GP ,Heavy Duty ,1526 : 1 ,9345024/6125 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,4 mm,0.7 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",max. 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1271,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526112,GP ,Heavy Duty ,1694 : 1 ,1162213/686 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,6 mm,1.5 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1272,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526113,GP ,Heavy Duty ,1828 : 1 ,2238912/1225 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,6 mm,1.5 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1273,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526114,GP ,Heavy Duty ,1972 : 1 ,8626176/4375 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,4 mm,0.7 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1274,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526115,GP ,Heavy Duty ,2189 : 1 ,536406/245 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,6 mm,1.5 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1275,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526116,GP ,Heavy Duty ,2362 : 1 ,2066688/875 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,6 mm,1.5 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1276,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526117,GP ,Heavy Duty ,2548 : 1 ,7962624/3125 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,4 mm,0.7 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1277,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526118,GP ,Heavy Duty ,2623 : 1 ,2056223/784 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+300 °C,340 g,32 mm,1 °,6 mm,1.5 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1278,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526119,GP ,Heavy Duty ,2829 : 1 ,495144/175 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,6 mm,1.5 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1279,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526120,GP ,Heavy Duty ,3052 : 1 ,1907712/625 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,4 mm,0.7 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1280,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526121,GP ,Heavy Duty ,3389 : 1 ,474513/140 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,6 mm,1.5 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1281,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526122,GP ,Heavy Duty ,3656 : 1 ,457056/125 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,4 mm,0.7 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1282,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526123,GP ,Heavy Duty ,4060 : 1 ,3637933/896 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,6 mm,1.5 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1283,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526124,GP ,Heavy Duty ,4380 : 1 ,109503/25 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,4 mm,0.7 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1284,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526125,GP ,Heavy Duty ,5247 : 1 ,839523/160 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,4 mm,0.7 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1285,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526126,GP ,Heavy Duty ,6285 : 1 ,6436343/1024 ,5 ,8 Nm,12 Nm,= ,53 %,68.1 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,340 g,32 mm,1 °,3 mm,0.4 gcm²,12 W,18 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1286,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838239,GP ,Standard version ,1296 : 1 ,1296/1 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,N/A,"360 N, 12 mm from flange ",N/A,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,4 mm,5 gcm²,9.7 W,15 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1287,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838240,GP ,Standard version ,756 : 1 ,756/1 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,10 mm,14 gcm²,17 W,25 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1288,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838241,GP ,Standard version ,394 : 1 ,1183/3 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,10 mm,15 gcm²,32 W,47 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1289,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838242,GP ,Standard version ,936 : 1 ,936/1 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,8 mm,9.1 gcm²,13 W,20 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1290,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838243,GP ,Ceramic version ,113 : 1 ,343/8 ,3 ,11.3 Nm,16.9 Nm,= ,72 %,70 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,460 g,42 mm,1 °,10 mm,15 gcm²,290 W,430 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1291,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838245,GP ,Standard version ,285 : 1 ,15379/54 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,10 mm,15 gcm²,44 W,65 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1292,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838246,GP ,Standard version ,150 : 1 ,2401/16 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,10 mm,15 gcm²,84 W,120 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1293,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838247,GP ,Standard version ,216 : 1 ,216/1 ,3 ,11.3 Nm,16.9 Nm,= ,72 %,70 mm,N/A,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,460 g,42 mm,1 °,4 mm,5 gcm²,58 W,87 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1294,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838248,GP ,Standard version ,21 : 1 ,21/1 ,2 ,5.6 Nm,8.5 Nm,= ,81 %,55.5 mm,ball bearing ,"150 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,360 g,42 mm,0.8 °,10 mm,14 gcm²,300 W,450 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1295,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838251,GP ,Standard version ,74 : 1 ,147/2 ,3 ,11.3 Nm,16.9 Nm,= ,72 %,70 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,460 g,42 mm,1 °,10 mm,15 gcm²,170 W,250 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1296,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838253,GP ,Standard version ,126 : 1 ,126/1 ,3 ,11.3 Nm,16.9 Nm,= ,72 %,70 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,460 g,42 mm,1 °,10 mm,14 gcm²,100 W,150 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1297,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838254,GP ,Standard version ,66 : 1 ,1183/18 ,3 ,11.3 Nm,16.9 Nm,= ,72 %,70 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,460 g,42 mm,1 °,10 mm,15 gcm²,360 W,280 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1298,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838255,GP ,Standard version ,488 : 1 ,4394/9 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,8 mm,9.4 gcm²,26 W,38 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1299,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838256,GP ,Standard version ,546 : 1 ,546/1 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,10 mm,14 gcm²,23 W,35 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1300,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838257,GP ,Standard version ,81 : 1 ,2197/27 ,3 ,11.3 Nm,16.9 Nm,= ,72 %,70 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,460 g,42 mm,1 °,8 mm,9.4 gcm²,160 W,230 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1301,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838258,GP ,Standard version ,353 : 1 ,28561/81 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,8 mm,9.4 gcm²,36 W,52 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1302,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838259,GP ,Standard version ,12 : 1 ,49/4 ,2 ,5.6 Nm,8.5 Nm,= ,81 %,55.5 mm,ball bearing ,"240 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,360 g,42 mm,0.8 °,10 mm,15 gcm²,520 W,790 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1303,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838260,GP ,Standard version ,36 : 1 ,36/1 ,2 ,5.6 Nm,8.5 Nm,= ,81 %,55.5 mm,N/A,"240 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,360 g,42 mm,0.8 °,4 mm,5 gcm²,170 W,260 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1304,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838261,GP ,Standard version ,257 : 1 ,1029/4 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,10 mm,15 gcm²,49 W,72 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1305,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838262,GP ,Standard version ,53 : 1 ,637/12 ,3 ,11.3 Nm,16.9 Nm,= ,72 %,70 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,460 g,42 mm,1 °,10 mm,15 gcm²,440 W,350 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1306,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838263,GP ,Standard version ,441 : 1 ,441/1 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,10 mm,14 gcm²,28 W,43 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1307,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838264,GP ,Standard version ,319 : 1 ,637/2 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,10 mm,15 gcm²,39 W,58 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1308,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838265,GP ,Standard version ,186 : 1 ,4459/24 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,10 mm,15 gcm²,68 W,99 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1309,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838266,GP ,Standard version ,230 : 1 ,8281/36 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,10 mm,15 gcm²,55 W,80 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1310,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838267,GP ,Standard version ,3.5 : 1 ,7/2 ,1 ,2.25 Nm,3.4 Nm,= ,90 %,41 mm,ball bearing ,"120 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,260 g,42 mm,0.6 °,10 mm,14 gcm²,720 W,1100 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1311,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838268,GP ,Standard version ,6 : 1 ,6/1 ,1 ,2.25 Nm,3.4 Nm,= ,90 %,41 mm,N/A,"120 N, 12 mm from flange ",N/A,6000 rpm,8000 rpm,-40...+100 °C,260 g,42 mm,0.6 °,4 mm,4.9 gcm²,420 W,630 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1312,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838269,GP ,Standard version ,91 : 1 ,91/1 ,3 ,11.3 Nm,16.9 Nm,= ,72 %,70 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,460 g,42 mm,1 °,10 mm,15 gcm²,140 W,200 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1313,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838270,GP ,Standard version ,676 : 1 ,676/1 ,4 ,11.3 Nm,16.9 Nm,= ,64 %,84.5 mm,ball bearing ,"360 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,560 g,42 mm,1 °,8 mm,9.1 gcm²,19 W,28 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1314,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/838272,GP ,Standard version ,19 : 1 ,169/9 ,2 ,5.6 Nm,8.5 Nm,= ,81 %,55.5 mm,ball bearing ,"240 N, 12 mm from flange ",150 N,6000 rpm,8000 rpm,-40...+100 °C,360 g,42 mm,0.8 °,8 mm,9.4 gcm²,330 W,500 W,"max. 0.06 mm, 12 mm from flange ",max. 0.3 mm,300 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1315,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX12/GPX12-3-Stufig-A/GPX12AAKLSL0103CPLW,GPX ,Standard version ,103 : 1 ,371250/3610 ,3 ,0.14 Nm,0.18 Nm,= ,75 %,25.2 mm,ball bearing ,"50 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,17 g,12 mm,1.8 °,N/A,0.0664 gcm²,0.5 W,0.65 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.4 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1316,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX12/GPX12-3-Stufig-A/GPX12AAKLSL0111CPLW,GPX ,Standard version ,111 : 1 ,357075/3211 ,3 ,0.14 Nm,0.18 Nm,= ,75 %,25.2 mm,ball bearing ,"50 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,17 g,12 mm,1.8 °,N/A,0.0664 gcm²,0.5 W,0.65 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.4 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1317,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX12/GPX12-3-Stufig-A/GPX12AAKLSL0138CPLW,GPX ,Standard version ,138 : 1 ,341550/2470 ,3 ,0.14 Nm,0.18 Nm,= ,75 %,25.2 mm,ball bearing ,"50 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,17 g,12 mm,1.8 °,N/A,0.0664 gcm²,0.5 W,0.65 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.4 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1318,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX12/GPX12-3-Stufig-A/GPX12AAKLSL0172CPLW,GPX ,Standard version ,172 : 1 ,326700/1900 ,3 ,0.14 Nm,0.18 Nm,= ,75 %,25.2 mm,ball bearing ,"50 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,17 g,12 mm,1.8 °,N/A,0.0664 gcm²,0.5 W,0.65 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.4 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1319,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX12/GPX12-3-Stufig-A/GPX12AAKLSL0186CPLW,GPX ,Standard version ,186 : 1 ,314226/1690 ,3 ,0.14 Nm,0.18 Nm,= ,75 %,25.2 mm,ball bearing ,"50 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,17 g,12 mm,1.8 °,N/A,0.0664 gcm²,0.5 W,0.65 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.4 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1320,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX12/GPX12-4-Stufig-A/GPX12AAKLSL0326CPLW,GPX ,Standard version ,326 : 1 ,29109375/89167 ,4 ,0.17 Nm,0.21 Nm,= ,65 %,30.1 mm,ball bearing ,"50 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,12 mm,2.1 °,N/A,0.0834 gcm²,0.25 W,0.3 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.4 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1321,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX12/GPX12-4-Stufig-A/GPX12AAKLSL0406CPLW,GPX ,Standard version ,406 : 1 ,27843750/68590 ,4 ,0.17 Nm,0.21 Nm,= ,65 %,30.1 mm,ball bearing ,"50 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,12 mm,2.1 °,N/A,0.0834 gcm²,0.25 W,0.3 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.4 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
1322,https://www.maxongroup.com/maxon/view/product/gear/planetary/GPX/GPX12/GPX12-4-Stufig-A/GPX12AAKLSL0439CPLW,GPX ,Standard version ,439 : 1 ,26780625/61009 ,4 ,0.17 Nm,0.21 Nm,= ,65 %,30.1 mm,ball bearing ,"50 N, 5 mm from flange ",20 N,16000 rpm,20000 rpm,-40...+100 °C,19 g,12 mm,2.1 °,N/A,0.0834 gcm²,0.25 W,0.3 W,"max. 0.1 mm, 5 mm from flange ",0 - 0.4 mm,50 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
